,User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription
327,#328,50,Male,Suburban,27521,Travel,3,2,61,2586,Health & Beauty,54,19,True
328,#329,22,Female,Urban,91707,Sports,21,9,123,934,Books,276,23,True
329,#330,36,Female,Suburban,43481,Sports,26,4,116,326,Apparel,335,13,True
330,#331,21,Female,Urban,38474,Travel,4,4,38,3615,Electronics,31,44,True
331,#332,52,Male,Urban,66760,Food,10,6,158,4637,Home & Kitchen,135,1,True
332,#333,34,Female,Rural,75718,Technology,5,3,87,2543,Books,58,29,True
333,#334,61,Female,Rural,64629,Fashion,21,3,18,827,Apparel,105,24,True
334,#335,45,Female,Rural,65232,Food,22,8,184,3786,Home & Kitchen,266,16,True
335,#336,47,Male,Rural,106544,Travel,10,5,85,3722,Home & Kitchen,522,25,True
336,#337,46,Male,Suburban,87169,Fashion,12,3,51,1136,Home & Kitchen,496,23,False
337,#338,63,Male,Rural,147941,Sports,10,1,188,1932,Electronics,253,28,True
338,#339,23,Female,Suburban,70669,Technology,29,5,193,2840,Health & Beauty,295,47,False
339,#340,52,Female,Rural,98021,Sports,13,1,188,592,Home & Kitchen,158,16,True
340,#341,58,Female,Suburban,129153,Travel,11,4,137,1648,Books,549,43,False
341,#342,54,Male,Urban,89184,Fashion,22,5,29,1243,Apparel,67,38,False
342,#343,41,Male,Suburban,67945,Travel,16,3,164,4057,Books,299,11,True
343,#344,46,Female,Suburban,33140,Fashion,8,2,175,3507,Electronics,463,3,False
344,#345,63,Male,Rural,146468,Food,8,6,81,739,Electronics,101,15,False
345,#346,48,Male,Suburban,103457,Technology,27,1,74,272,Books,56,1,False
346,#347,52,Male,Urban,34357,Food,25,5,191,4454,Health & Beauty,332,7,True
347,#348,50,Male,Urban,131672,Food,8,3,122,4059,Electronics,393,1,False
348,#349,38,Female,Rural,88673,Travel,13,5,33,616,Electronics,381,49,False
349,#350,49,Male,Urban,141673,Technology,27,3,137,622,Books,92,32,True
350,#351,40,Male,Suburban,85633,Fashion,2,3,184,2017,Electronics,447,9,False
351,#352,50,Male,Urban,96943,Fashion,12,3,92,2986,Health & Beauty,109,29,False
352,#353,20,Male,Rural,116111,Sports,10,8,72,2264,Health & Beauty,317,26,False
353,#354,35,Female,Suburban,98258,Fashion,12,6,194,2029,Health & Beauty,168,23,True
354,#355,42,Female,Rural,32924,Travel,11,2,192,4045,Apparel,435,45,False
355,#356,59,Male,Suburban,89286,Food,15,2,69,2309,Health & Beauty,442,43,True
356,#357,48,Male,Urban,113269,Food,16,5,108,3883,Health & Beauty,218,29,False
357,#358,20,Male,Rural,147563,Food,17,5,71,2690,Apparel,222,38,False
358,#359,57,Male,Rural,94071,Technology,26,3,39,4176,Home & Kitchen,528,33,False
359,#360,63,Male,Suburban,77326,Fashion,2,8,31,1193,Electronics,278,7,False
360,#361,41,Male,Rural,110023,Travel,18,3,135,3980,Health & Beauty,569,12,True
361,#362,49,Female,Suburban,140101,Technology,12,8,166,2594,Electronics,574,31,False
362,#363,64,Male,Suburban,50651,Sports,19,3,178,2679,Books,466,32,True
363,#364,39,Female,Suburban,90202,Travel,26,1,51,2588,Electronics,584,20,False
364,#365,40,Female,Suburban,68777,Travel,23,1,107,2885,Apparel,30,17,True
365,#366,19,Male,Urban,36994,Travel,18,4,40,2858,Electronics,359,36,False
366,#367,44,Female,Suburban,87263,Food,17,3,167,1674,Electronics,288,3,False
367,#368,59,Female,Rural,79634,Travel,6,6,121,2473,Electronics,86,1,True
368,#369,19,Female,Urban,120158,Fashion,25,4,155,4090,Home & Kitchen,234,27,True
369,#370,43,Female,Rural,30800,Travel,15,5,131,4945,Home & Kitchen,313,47,True
370,#371,34,Female,Urban,57823,Food,3,9,26,1193,Books,365,40,True
371,#372,57,Female,Suburban,128575,Travel,6,3,47,1289,Apparel,269,33,False
372,#373,50,Male,Urban,83878,Sports,3,1,151,2789,Electronics,131,20,True
373,#374,26,Female,Urban,38708,Sports,29,9,119,4195,Electronics,351,14,True
374,#375,60,Female,Rural,32819,Food,1,8,193,1975,Electronics,180,36,True
375,#376,56,Female,Rural,94905,Fashion,13,9,31,3506,Electronics,480,5,False
376,#377,46,Male,Suburban,83870,Fashion,28,6,65,1887,Home & Kitchen,163,23,False
377,#378,59,Female,Urban,29283,Technology,21,3,128,4032,Books,96,45,False
378,#379,43,Male,Urban,50573,Food,26,2,156,1707,Health & Beauty,510,15,False
379,#380,52,Female,Urban,98707,Travel,14,9,66,3848,Apparel,365,6,True
380,#381,42,Male,Suburban,50933,Food,13,2,181,148,Electronics,353,33,False
381,#382,41,Male,Suburban,25774,Technology,27,8,44,3961,Books,436,19,True
382,#383,30,Female,Suburban,92055,Food,4,4,123,2280,Health & Beauty,83,13,False
383,#384,24,Female,Suburban,30983,Food,7,2,134,3146,Books,225,29,True
384,#385,53,Male,Suburban,116468,Technology,22,4,138,2933,Home & Kitchen,412,6,True
385,#386,62,Female,Rural,116334,Fashion,10,1,61,1497,Health & Beauty,118,15,True
386,#387,37,Male,Urban,38133,Travel,7,3,94,3926,Books,482,16,True
387,#388,18,Male,Urban,145555,Technology,21,9,174,4674,Home & Kitchen,192,24,True
388,#389,25,Male,Urban,34939,Sports,15,1,74,931,Books,591,23,False
389,#390,63,Male,Urban,20781,Fashion,15,1,188,2797,Books,590,48,True
390,#391,33,Male,Urban,134586,Sports,4,7,138,4877,Health & Beauty,107,10,True
391,#392,31,Female,Urban,76700,Fashion,23,0,30,2835,Home & Kitchen,382,41,True
392,#393,29,Male,Urban,47624,Travel,23,6,190,181,Electronics,390,41,True
393,#394,40,Male,Urban,26823,Travel,6,4,25,186,Apparel,244,49,False
394,#395,32,Female,Rural,38489,Food,24,7,132,2163,Health & Beauty,585,17,False
395,#396,45,Male,Urban,138555,Sports,20,0,70,921,Home & Kitchen,468,49,True
396,#397,51,Female,Rural,59961,Fashion,26,6,63,262,Books,538,44,True
397,#398,19,Female,Suburban,139664,Travel,5,4,177,3839,Home & Kitchen,210,45,True
398,#399,49,Female,Urban,49118,Technology,20,3,35,2497,Apparel,73,30,True
399,#400,40,Male,Suburban,120417,Travel,12,6,89,2032,Apparel,309,44,False
400,#401,39,Male,Suburban,101816,Technology,1,9,74,2828,Electronics,590,46,False
401,#402,42,Male,Suburban,42263,Fashion,28,1,109,3635,Electronics,186,10,True
402,#403,39,Female,Rural,33565,Travel,8,0,83,3546,Apparel,253,19,True
403,#404,39,Male,Suburban,40354,Travel,1,0,180,2890,Health & Beauty,13,29,True
404,#405,59,Female,Suburban,62951,Fashion,5,0,26,2807,Health & Beauty,299,2,True
405,#406,23,Male,Suburban,111179,Travel,22,4,130,4033,Books,76,36,True
406,#407,32,Female,Urban,43648,Technology,6,9,196,3485,Electronics,51,19,False
407,#408,60,Male,Urban,70729,Travel,29,6,32,1022,Books,149,7,False
408,#409,54,Male,Rural,61971,Sports,21,1,144,2275,Electronics,122,26,True
409,#410,50,Male,Rural,38658,Food,3,9,181,1682,Apparel,211,15,False
410,#411,25,Female,Urban,41253,Technology,15,7,190,664,Health & Beauty,280,47,False
411,#412,61,Female,Rural,84166,Sports,5,3,80,3358,Health & Beauty,538,38,False
412,#413,61,Male,Urban,68563,Fashion,28,2,117,2697,Apparel,156,3,True
413,#414,22,Male,Suburban,46390,Technology,24,9,88,2600,Books,238,38,False
414,#415,56,Female,Suburban,108664,Food,14,7,171,4666,Books,376,16,False
415,#416,21,Female,Rural,71578,Food,18,1,55,1087,Home & Kitchen,82,2,True
416,#417,23,Female,Urban,99025,Fashion,16,2,87,3736,Electronics,492,31,False
417,#418,62,Male,Urban,123850,Fashion,6,2,25,323,Books,356,28,True
418,#419,49,Female,Rural,52658,Technology,25,9,80,450,Apparel,273,7,False
419,#420,47,Male,Urban,26852,Travel,24,0,105,2028,Books,580,30,True
420,#421,64,Female,Suburban,147282,Fashion,14,5,156,448,Health & Beauty,44,43,True
421,#422,52,Male,Rural,114986,Travel,27,1,11,4377,Electronics,573,7,False
422,#423,57,Female,Rural,22551,Sports,24,0,19,4832,Home & Kitchen,123,36,False
423,#424,33,Female,Urban,91947,Food,8,1,187,1117,Electronics,349,29,True
424,#425,30,Female,Rural,81001,Travel,29,5,134,2326,Health & Beauty,330,24,True
425,#426,59,Female,Urban,69159,Food,7,3,90,4967,Health & Beauty,409,39,False
426,#427,47,Female,Urban,142775,Travel,8,5,149,4224,Health & Beauty,323,4,False
427,#428,36,Male,Urban,71707,Sports,13,8,79,2519,Health & Beauty,111,29,False
428,#429,34,Female,Urban,53243,Fashion,6,9,159,1993,Apparel,89,44,False
429,#430,36,Female,Urban,41800,Sports,18,9,41,3140,Home & Kitchen,433,5,True
430,#431,45,Female,Rural,95939,Fashion,2,7,114,2168,Health & Beauty,99,29,True
431,#432,43,Male,Suburban,77828,Fashion,8,0,93,1225,Health & Beauty,539,30,True
432,#433,54,Female,Suburban,27239,Food,11,7,138,3217,Books,146,29,False
433,#434,43,Male,Rural,26710,Sports,1,8,191,4261,Home & Kitchen,257,26,False
434,#435,40,Female,Rural,41384,Travel,22,5,67,4142,Electronics,189,19,True
435,#436,26,Female,Suburban,41038,Sports,29,9,155,4533,Home & Kitchen,240,26,True
436,#437,29,Male,Suburban,60846,Food,6,4,143,2270,Home & Kitchen,503,37,True
437,#438,18,Female,Suburban,107983,Fashion,16,5,54,546,Home & Kitchen,271,27,True
438,#439,18,Male,Suburban,87821,Food,27,5,106,2758,Health & Beauty,520,30,True
439,#440,64,Male,Suburban,57991,Technology,20,8,32,3462,Health & Beauty,550,30,True
440,#441,51,Female,Urban,99057,Technology,12,3,32,2818,Apparel,114,3,False
441,#442,49,Male,Rural,133193,Travel,11,1,163,3583,Electronics,339,43,True
442,#443,42,Female,Urban,26971,Food,29,8,144,3044,Books,568,7,True
443,#444,57,Female,Suburban,49139,Travel,27,1,88,4476,Home & Kitchen,359,49,True
444,#445,62,Male,Suburban,105445,Travel,29,9,53,695,Electronics,334,9,True
445,#446,18,Male,Suburban,97067,Technology,10,8,36,2086,Electronics,169,41,True
446,#447,33,Male,Urban,100257,Travel,3,1,35,2850,Apparel,339,42,True
447,#448,56,Male,Urban,104742,Technology,13,7,106,1174,Books,261,13,True
448,#449,22,Female,Suburban,57711,Fashion,27,8,45,4069,Home & Kitchen,199,15,False
449,#450,39,Female,Urban,26530,Food,3,9,118,4405,Books,211,5,True
450,#451,46,Male,Urban,31116,Travel,15,8,64,4321,Apparel,287,29,False
451,#452,20,Female,Suburban,85794,Technology,16,9,194,4687,Health & Beauty,472,35,False
452,#453,29,Female,Urban,20282,Sports,29,8,78,3680,Electronics,482,27,False
453,#454,43,Female,Rural,99473,Travel,13,1,70,3107,Home & Kitchen,23,27,True
454,#455,33,Female,Rural,21898,Fashion,17,3,139,1069,Health & Beauty,560,8,True
455,#456,54,Male,Rural,24135,Fashion,3,6,64,680,Apparel,109,32,True
456,#457,39,Male,Rural,26629,Sports,20,1,131,2924,Books,296,20,True
457,#458,46,Female,Suburban,129472,Technology,11,0,106,4101,Electronics,6,10,True
458,#459,31,Male,Suburban,145147,Travel,27,2,89,1311,Home & Kitchen,550,13,True
459,#460,45,Male,Suburban,105120,Technology,21,3,96,329,Health & Beauty,203,29,True
460,#461,22,Male,Rural,139798,Fashion,19,7,47,4384,Health & Beauty,325,35,True
461,#462,64,Female,Rural,109087,Technology,22,5,128,3285,Electronics,244,8,True
462,#463,47,Female,Urban,85031,Fashion,11,1,87,601,Books,327,29,True
463,#464,63,Female,Urban,53380,Technology,28,8,166,2232,Apparel,47,31,False
464,#465,22,Male,Rural,149951,Sports,16,1,163,148,Books,591,41,True
465,#466,29,Female,Rural,132507,Food,21,4,44,3666,Books,13,30,True
466,#467,33,Female,Rural,37071,Sports,3,3,88,3155,Books,380,22,True
467,#468,43,Male,Rural,40074,Sports,22,6,76,788,Electronics,365,21,False
468,#469,43,Female,Urban,110724,Food,6,7,96,486,Electronics,342,12,True
469,#470,38,Female,Rural,87843,Food,14,4,166,1069,Apparel,221,11,True
470,#471,56,Male,Urban,59901,Travel,24,9,43,3560,Books,73,2,False
471,#472,53,Male,Rural,31205,Travel,18,4,106,1105,Electronics,46,41,True
472,#473,50,Male,Rural,75661,Sports,17,1,178,3152,Apparel,504,2,False
473,#474,47,Female,Rural,144661,Sports,4,7,178,3517,Apparel,274,34,False
474,#475,54,Female,Urban,25906,Fashion,23,1,160,2402,Books,555,3,False
475,#476,40,Female,Urban,22591,Fashion,15,9,80,2383,Home & Kitchen,208,16,False
476,#477,27,Male,Suburban,145576,Travel,11,5,12,1707,Books,124,4,True
477,#478,22,Male,Rural,82987,Travel,26,7,67,4466,Home & Kitchen,10,23,False
478,#479,53,Female,Suburban,83370,Fashion,3,5,41,222,Apparel,329,20,False
479,#480,51,Female,Suburban,100685,Fashion,3,3,40,1380,Electronics,187,25,True
480,#481,48,Male,Urban,130454,Technology,16,3,91,3827,Health & Beauty,543,30,True
481,#482,27,Male,Urban,125487,Technology,5,5,52,358,Apparel,60,18,True
482,#483,36,Male,Suburban,74400,Fashion,21,3,144,1047,Electronics,442,42,False
483,#484,49,Male,Rural,45150,Technology,29,7,114,624,Apparel,217,11,True
484,#485,18,Female,Urban,51852,Food,10,8,10,987,Books,2,29,False
485,#486,22,Male,Rural,62870,Travel,19,0,70,307,Home & Kitchen,536,17,False
486,#487,62,Female,Rural,139796,Travel,25,3,23,3482,Apparel,356,26,True
487,#488,21,Female,Suburban,72756,Fashion,4,3,189,2894,Electronics,165,23,True
488,#489,33,Female,Suburban,135357,Sports,29,1,15,248,Books,91,48,True
489,#490,41,Male,Suburban,139052,Fashion,29,5,112,537,Health & Beauty,167,20,True
490,#491,33,Male,Suburban,76481,Technology,19,2,19,2302,Books,207,45,True
491,#492,19,Male,Urban,21283,Sports,11,6,80,3849,Home & Kitchen,282,2,True
492,#493,45,Male,Urban,53691,Technology,2,4,99,3261,Books,65,24,False
493,#494,49,Female,Suburban,21125,Food,10,3,167,4001,Health & Beauty,516,31,False
494,#495,44,Male,Urban,87065,Technology,29,4,158,4553,Electronics,157,27,True
495,#496,37,Male,Suburban,148734,Food,11,7,135,3345,Apparel,306,2,False
496,#497,41,Female,Rural,46170,Food,25,2,197,4651,Home & Kitchen,395,14,False
497,#498,29,Male,Rural,28438,Technology,20,6,106,2923,Health & Beauty,74,4,False
498,#499,52,Female,Rural,40095,Technology,16,5,83,4824,Home & Kitchen,187,49,False
499,#500,50,Female,Suburban,36154,Food,19,0,124,3370,Books,574,13,False
500,#501,50,Female,Rural,28004,Sports,23,6,179,585,Home & Kitchen,337,36,False
501,#502,60,Female,Urban,29752,Food,24,6,60,299,Health & Beauty,568,35,True
502,#503,54,Female,Rural,75426,Travel,11,0,65,4566,Apparel,240,44,True
503,#504,29,Female,Rural,128896,Food,14,8,50,2082,Apparel,533,8,True
504,#505,20,Female,Rural,46819,Sports,2,5,41,1571,Home & Kitchen,141,2,False
505,#506,18,Female,Urban,122168,Travel,23,1,24,4443,Electronics,265,6,True
506,#507,50,Male,Suburban,112051,Fashion,28,4,71,4983,Home & Kitchen,139,31,True
507,#508,57,Male,Urban,147905,Fashion,5,3,164,2411,Books,459,10,True
508,#509,27,Male,Suburban,44217,Sports,27,6,37,3473,Apparel,70,44,False
509,#510,60,Male,Suburban,145949,Food,5,7,73,2178,Apparel,385,21,True
510,#511,61,Female,Rural,108708,Technology,19,0,196,1621,Apparel,198,42,False
511,#512,46,Male,Suburban,52994,Sports,21,4,195,704,Electronics,205,10,True
512,#513,30,Female,Urban,35036,Travel,12,2,139,3948,Electronics,568,23,True
513,#514,29,Male,Urban,97275,Travel,18,0,136,3442,Health & Beauty,431,3,True
514,#515,48,Male,Suburban,117756,Fashion,4,2,45,1517,Home & Kitchen,325,32,False
515,#516,63,Male,Rural,69416,Travel,22,5,123,4697,Home & Kitchen,442,20,False
516,#517,19,Female,Rural,29587,Sports,17,6,22,3975,Books,288,10,False
517,#518,52,Male,Urban,130053,Travel,10,7,24,3033,Apparel,226,29,False
518,#519,40,Female,Rural,115665,Sports,20,3,98,648,Electronics,64,41,False
519,#520,34,Female,Suburban,20645,Technology,6,2,197,938,Books,560,46,True
520,#521,43,Male,Suburban,50930,Fashion,25,4,31,3915,Books,498,34,True
521,#522,25,Male,Urban,101835,Travel,14,8,83,947,Electronics,60,37,False
522,#523,46,Male,Suburban,142232,Sports,11,5,34,4809,Home & Kitchen,397,20,False
523,#524,43,Female,Urban,50090,Food,11,8,110,4607,Apparel,257,8,True
524,#525,27,Male,Suburban,107489,Fashion,29,5,185,4873,Home & Kitchen,577,7,False
525,#526,43,Female,Urban,72142,Technology,18,1,180,4354,Books,239,6,True
526,#527,51,Female,Rural,131979,Sports,27,4,126,4568,Apparel,38,11,False
527,#528,58,Male,Suburban,46475,Technology,23,8,175,2372,Health & Beauty,25,44,True
528,#529,24,Male,Suburban,38888,Technology,22,7,50,3420,Books,410,18,False
529,#530,21,Female,Urban,63732,Travel,18,6,182,2658,Home & Kitchen,461,42,False
530,#531,62,Female,Urban,101623,Travel,24,0,97,4798,Home & Kitchen,571,29,True
531,#532,28,Female,Suburban,66305,Sports,23,3,177,4411,Home & Kitchen,417,25,True
532,#533,46,Male,Urban,66037,Food,11,6,119,2096,Electronics,357,21,False
533,#534,53,Female,Suburban,29346,Sports,21,6,129,3773,Books,383,46,False
534,#535,42,Male,Rural,20587,Food,12,5,106,1664,Apparel,158,3,True
535,#536,38,Female,Urban,32763,Technology,5,7,154,4118,Home & Kitchen,569,18,False
536,#537,53,Female,Suburban,79165,Fashion,23,5,66,1940,Home & Kitchen,433,24,True
537,#538,27,Male,Rural,127481,Sports,9,9,139,3391,Electronics,48,47,True
538,#539,54,Female,Rural,89615,Sports,27,2,105,2987,Apparel,328,38,False
539,#540,26,Male,Suburban,56116,Food,25,3,130,826,Books,433,10,True
540,#541,41,Male,Urban,140987,Technology,9,2,71,1344,Health & Beauty,431,27,True
541,#542,52,Female,Suburban,105751,Technology,22,0,146,3560,Electronics,56,12,False
542,#543,52,Male,Rural,111353,Food,10,9,77,3818,Books,577,7,True
543,#544,53,Male,Suburban,110301,Technology,22,4,90,1165,Health & Beauty,268,17,True
544,#545,35,Female,Urban,115648,Travel,19,0,26,4871,Home & Kitchen,69,1,True
545,#546,56,Male,Rural,45556,Fashion,1,0,126,382,Home & Kitchen,449,26,True
546,#547,49,Male,Suburban,79042,Sports,7,1,59,1181,Apparel,257,15,False
547,#548,41,Male,Urban,38099,Fashion,4,3,121,3985,Health & Beauty,490,33,True
548,#549,40,Female,Rural,129089,Sports,1,5,103,2981,Home & Kitchen,49,37,False
549,#550,49,Male,Urban,65096,Travel,15,7,177,2684,Home & Kitchen,316,47,True
550,#551,54,Female,Rural,91986,Technology,8,2,195,3070,Apparel,413,31,False
551,#552,29,Female,Suburban,33230,Food,12,0,94,1252,Books,434,35,True
552,#553,30,Male,Urban,49009,Travel,22,2,158,3597,Home & Kitchen,2,1,False
553,#554,40,Male,Rural,90969,Fashion,22,2,155,1047,Electronics,145,8,True
554,#555,42,Male,Urban,53866,Food,18,4,192,4860,Electronics,366,12,True
555,#556,52,Female,Urban,125400,Technology,15,3,166,1817,Books,420,19,True
556,#557,58,Male,Suburban,104246,Travel,17,3,161,166,Health & Beauty,573,25,True
557,#558,47,Male,Urban,96975,Food,29,8,83,736,Apparel,561,32,False
558,#559,34,Male,Rural,61855,Travel,14,6,118,413,Electronics,444,12,False
559,#560,37,Male,Rural,101557,Travel,14,3,154,3497,Electronics,434,13,True
560,#561,42,Male,Rural,26416,Technology,18,2,27,664,Books,555,28,False
561,#562,39,Female,Rural,92516,Sports,20,5,51,1701,Health & Beauty,57,1,True
562,#563,30,Female,Suburban,75915,Food,18,2,110,925,Health & Beauty,562,6,True
563,#564,36,Male,Urban,38058,Technology,16,5,54,3770,Books,178,8,False
564,#565,53,Male,Suburban,96637,Travel,1,8,91,1125,Electronics,293,4,False
565,#566,29,Male,Urban,60718,Technology,23,5,26,2351,Apparel,46,5,False
566,#567,58,Male,Urban,52602,Sports,27,3,82,4857,Electronics,170,25,True
567,#568,36,Female,Urban,94658,Food,11,4,23,904,Health & Beauty,271,22,True
568,#569,29,Male,Suburban,98112,Sports,15,5,186,2551,Electronics,417,28,False
569,#570,26,Female,Urban,78067,Fashion,12,2,166,4731,Apparel,139,39,True
570,#571,24,Female,Suburban,47516,Food,8,7,141,1491,Home & Kitchen,247,23,False
571,#572,45,Male,Rural,149295,Sports,22,3,91,1335,Electronics,148,4,False
572,#573,31,Female,Rural,107969,Travel,20,7,157,4132,Books,230,4,False
573,#574,48,Female,Urban,21089,Food,6,9,129,3380,Home & Kitchen,374,47,False
574,#575,36,Female,Suburban,57346,Food,3,9,129,4823,Books,80,21,False
575,#576,64,Female,Rural,94663,Technology,28,2,56,4944,Books,65,37,False
576,#577,33,Male,Suburban,30487,Travel,24,9,116,3649,Books,88,41,True
577,#578,22,Male,Suburban,20155,Fashion,26,6,117,4300,Electronics,88,2,True
578,#579,52,Female,Urban,143950,Sports,13,8,18,4241,Health & Beauty,204,7,False
579,#580,29,Male,Rural,87494,Technology,13,3,88,1454,Home & Kitchen,382,49,False
580,#581,42,Male,Urban,96229,Sports,2,7,164,1936,Apparel,476,16,False
581,#582,38,Male,Urban,124648,Fashion,5,2,24,2992,Health & Beauty,573,17,True
582,#583,53,Male,Rural,58547,Fashion,17,6,28,2596,Electronics,539,20,False
583,#584,40,Male,Rural,48795,Food,6,2,99,2683,Books,214,23,False
584,#585,33,Female,Suburban,75296,Fashion,2,6,189,2658,Apparel,74,34,False
585,#586,56,Male,Rural,41447,Sports,4,9,35,3718,Home & Kitchen,61,11,True
586,#587,62,Male,Suburban,56598,Travel,22,9,163,1659,Health & Beauty,543,34,False
587,#588,59,Male,Suburban,61814,Travel,26,5,163,1607,Health & Beauty,219,33,True
588,#589,56,Male,Suburban,110751,Food,11,1,183,4171,Apparel,12,26,True
589,#590,31,Female,Rural,145118,Sports,8,2,101,2163,Electronics,415,2,False
590,#591,48,Female,Urban,95330,Sports,12,5,186,3742,Home & Kitchen,32,23,True
591,#592,22,Female,Suburban,141347,Fashion,8,3,91,2100,Apparel,160,41,True
592,#593,52,Female,Urban,118745,Sports,11,5,190,1394,Books,237,22,True
593,#594,40,Male,Urban,107960,Technology,22,0,140,4165,Home & Kitchen,181,34,False
594,#595,46,Female,Rural,83278,Fashion,20,9,51,2852,Health & Beauty,558,15,True
595,#596,60,Male,Urban,75077,Technology,8,0,28,1853,Apparel,341,10,False
596,#597,28,Male,Urban,132782,Food,29,2,26,4310,Health & Beauty,458,15,False
597,#598,35,Male,Rural,142046,Travel,8,7,170,1703,Health & Beauty,80,42,False
598,#599,64,Male,Suburban,122932,Food,26,7,85,1422,Health & Beauty,473,29,True
599,#600,29,Male,Urban,91906,Travel,17,3,186,2541,Electronics,112,23,False
600,#601,26,Female,Rural,29528,Food,20,5,193,1198,Health & Beauty,292,17,True
601,#602,27,Female,Urban,113812,Sports,20,7,72,1605,Books,383,9,True
602,#603,61,Female,Urban,70100,Technology,23,6,140,1226,Books,17,36,True
603,#604,34,Female,Suburban,129869,Travel,16,6,116,396,Home & Kitchen,493,9,True
604,#605,55,Male,Urban,28179,Fashion,14,3,58,3149,Health & Beauty,331,16,False
605,#606,24,Female,Rural,68781,Technology,11,8,64,2325,Health & Beauty,486,36,False
606,#607,63,Male,Urban,75267,Fashion,7,9,163,4454,Apparel,406,48,True
607,#608,30,Female,Suburban,102379,Technology,16,5,108,3887,Electronics,117,33,False
608,#609,57,Male,Suburban,43952,Technology,13,2,61,2196,Home & Kitchen,555,31,False
609,#610,59,Male,Rural,73798,Food,27,4,109,3709,Health & Beauty,115,6,False
610,#611,26,Female,Suburban,118696,Travel,15,4,126,2308,Apparel,549,10,True
611,#612,44,Male,Urban,130434,Travel,24,4,127,275,Electronics,547,16,False
612,#613,19,Male,Suburban,70939,Technology,16,7,16,2602,Home & Kitchen,336,4,True
613,#614,22,Female,Rural,49516,Sports,27,8,55,4099,Home & Kitchen,336,22,False
614,#615,46,Male,Suburban,76526,Sports,21,8,55,1767,Health & Beauty,147,13,True
615,#616,54,Female,Suburban,30449,Fashion,23,5,109,4471,Home & Kitchen,122,16,True
616,#617,55,Female,Suburban,70290,Fashion,24,5,153,2645,Apparel,81,29,True
617,#618,36,Female,Rural,146688,Food,9,8,161,775,Home & Kitchen,375,6,False
618,#619,25,Male,Suburban,106661,Technology,3,3,198,1923,Books,570,26,True
619,#620,62,Male,Suburban,92954,Fashion,19,5,63,1456,Apparel,63,11,False
620,#621,18,Male,Urban,42746,Fashion,20,3,71,3172,Electronics,504,24,True
621,#622,39,Female,Rural,87990,Technology,5,0,138,3359,Electronics,449,29,False
622,#623,34,Male,Suburban,78810,Food,10,6,58,646,Health & Beauty,428,3,True
623,#624,24,Female,Rural,138362,Fashion,17,9,34,2183,Health & Beauty,427,10,False
624,#625,42,Female,Suburban,103297,Food,15,5,19,2140,Books,421,1,True
625,#626,62,Male,Suburban,35223,Travel,23,8,127,4634,Electronics,322,43,True
626,#627,21,Female,Suburban,92237,Food,25,6,153,1852,Electronics,166,26,True
627,#628,53,Male,Urban,22597,Sports,8,6,195,1715,Electronics,597,12,False
628,#629,23,Male,Urban,85677,Sports,15,1,166,1949,Electronics,461,14,True
629,#630,48,Male,Urban,22659,Food,21,8,101,2742,Home & Kitchen,459,25,True
630,#631,36,Male,Rural,106516,Sports,14,9,143,1700,Apparel,189,8,True
631,#632,61,Male,Rural,94567,Travel,20,8,153,3496,Apparel,464,43,True
632,#633,56,Female,Urban,35037,Technology,28,5,157,4502,Books,379,4,False
633,#634,44,Female,Rural,146498,Sports,7,2,89,3705,Home & Kitchen,2,28,True
634,#635,27,Female,Suburban,66738,Sports,21,0,80,3899,Electronics,364,7,True
635,#636,43,Male,Suburban,123965,Food,23,3,87,718,Electronics,72,10,False
636,#637,36,Male,Suburban,91678,Travel,12,2,52,1232,Health & Beauty,427,36,False
637,#638,56,Male,Urban,32109,Technology,17,0,163,2215,Health & Beauty,170,2,False
638,#639,20,Female,Rural,42010,Food,17,2,99,2439,Books,205,26,True
639,#640,62,Male,Urban,28787,Food,10,3,87,2839,Electronics,337,14,False
640,#641,30,Female,Rural,128400,Travel,29,7,170,4376,Books,472,16,False
641,#642,45,Female,Suburban,28472,Technology,19,8,35,1587,Home & Kitchen,195,43,False
642,#643,37,Male,Urban,135111,Travel,14,2,130,1657,Apparel,275,42,True
643,#644,45,Male,Rural,43383,Technology,11,5,54,2213,Electronics,7,17,True
644,#645,25,Female,Rural,81709,Travel,2,9,72,1144,Home & Kitchen,566,46,True
645,#646,58,Male,Suburban,89785,Food,18,4,189,2531,Electronics,573,22,False
646,#647,56,Female,Urban,133253,Food,7,5,77,1682,Health & Beauty,599,4,True
647,#648,18,Male,Urban,54518,Fashion,12,3,163,1408,Books,178,19,False
648,#649,20,Male,Urban,73909,Sports,26,9,11,701,Health & Beauty,242,2,False
649,#650,30,Female,Suburban,38351,Travel,2,5,151,1720,Apparel,203,39,False
650,#651,45,Male,Urban,89624,Fashion,27,6,117,4980,Health & Beauty,543,9,True
651,#652,42,Female,Suburban,73330,Sports,20,8,39,4866,Electronics,462,19,False
652,#653,50,Male,Suburban,142477,Travel,18,9,58,200,Health & Beauty,80,16,False
653,#654,55,Female,Suburban,35282,Technology,6,6,149,4371,Electronics,523,25,True
654,#655,23,Female,Rural,104866,Sports,24,5,53,337,Apparel,417,48,False
655,#656,61,Male,Urban,127945,Food,10,0,170,4125,Health & Beauty,384,18,False
